video_id,comment
ax_NNtpSb0c,A script by chat gpt
ax_NNtpSb0c,"I love coding, c++, R, stats. I work with data science in the health care field. But here in Brazil it is so hard to find o job. I only have work sometimes. I would like work in your company"
ax_NNtpSb0c,"I am a bcom graduate and currently working in Punjab and Haryana High court. I have previously worked in district court and idbi bank. My age is 25 years. My goal was to achieve a government job but after now that I am in my 3rd government job, I feel that I was wrong in choosing this path as government jobs are tedious and growth is slow. I was always interested in computer programs and softwares but I was never able to gain the courage to take steps in this direction. Now that I am fed up of preparing for government exams, I feel the need to switch to a career that is exciting and well paying and suits my interests. Will data science and data analytics be a good career choice for me? And more importantly, can I make that switch at this stage?"
ax_NNtpSb0c,How to go into this career?
ax_NNtpSb0c,I'm completed my MBA in 2020 still not having any job currently with this career gap can i get into data science job as fresher or first can i go through Data analyst first??
ax_NNtpSb0c,"Sir ,so can I choose data science field by assuring that ai will not replace.or even if Ai  replaces my job ,will I get  another job with that studies"
ax_NNtpSb0c,It is not about coding really it is beyond that
ax_NNtpSb0c,"Hello Sir I'm Ashok K Badaik. I'm 45. I have more than 12 years of industrial experience in HR in varied sectors such as Shipbuilding & Engineering, Steel and Minerals division in GRSE Ltd, Tata Steel and NSPL. Currently I'm working as Training & Placement Officer in Dr. Ambedkar Memorial Institute of Technology & Management Science. I possess a PG Diploma in Personnel Management & Industrial Relations. 
Sir I really need your guidance with regard to upgrading my domain to Data Analyst or Data Science career. It will be highly appreciated if you could advise me whether I'm suitable and eligible for this. I have keen interest in this field. Is it wise decision for me at this age to switch over to this new era futuristic career. What are the possibilities of getting jobs and scopes in future ?
It will be so kind of you if you can give me some practical guidance on this. Awaiting to hear from you Sir."
ax_NNtpSb0c,Bro software engineer or data science or dba
ax_NNtpSb0c,should I opt for Btech Data science course in my University?
ax_NNtpSb0c,Sir ..! I am just completed my degree and i intrested to join MSC Computer science so please suggest me Data science or computer science which is best for msc
ax_NNtpSb0c,Please do DATA ANALYTICS PROJECT on 2024 cricket T20 world cup data
ax_NNtpSb0c,Thank you sir for your amazing videos.Its been 4.5 years for me in data science role
ax_NNtpSb0c,"Hi!! I am 2010 Graduation Passout n haa been doing various Jobs till today!! Can I learn Data Science now?? If so, Do i get any opportunities now?? BTW m 36 now!!"
ax_NNtpSb0c,I had just passed 12th.  will ai-ds engineering work for me?
ax_NNtpSb0c,Please make a video on pay after placement and if it is good then which one??
ax_NNtpSb0c,"Sir, Please suggest till what age a data sceintist can do job? 50 Years age, 55 years age or 60 years job?"
ax_NNtpSb0c,Hi I am 39 currently and looking to switch to data science will it be a good move
ax_NNtpSb0c,"Sir i'm bsc bio students...which course is best for my career in ,IT sector...but my math is my weakness"
ax_NNtpSb0c,"I am from mechanical background can i became an data scientist, pls tell me sir🥺"
ax_NNtpSb0c,"i am a 16 y/o from an ICSE school (India)  and about to give boards, we are taught java and i have plenty interest on it!! on side i am also studying python by myself. i wish to become a data scientist not only because of its handsome pay but scopes and my personal interest. But i kind of feel lost with the options, can you guide me through it?"
ax_NNtpSb0c,Very nice explanation 👍👍
ax_NNtpSb0c,I'm 17 and right now I'm studying in 12th commerce. I'm planning to study data science after hs boards and I'm interested in coding but I not that much good in math so is this career good for me?
ax_NNtpSb0c,Hi Bro Manual test engineer to Data analyst is it possible to adapt??
ax_NNtpSb0c,12th ke bad kitne sal lage data scientist banne ke liye
ax_NNtpSb0c,At present I have completed my degree (BCA) and now I am going for MCA. So which is better course to me for IT jobs ?
ax_NNtpSb0c,Thankyou😊
ax_NNtpSb0c,How much time will it take
ax_NNtpSb0c,"what does he meant when he said ""doing system to thinking""(in the last part of the video)?"
ax_NNtpSb0c,After 12th can we do data science?
ax_NNtpSb0c,Im a pcb student so i havent studied math of class 11 and 12. Can still pursue for bsc data science? Im ready to learn mathematics from basics if its possible
ax_NNtpSb0c,"I just passed 12th , is it will be good for going with data science Engineering ??"
ax_NNtpSb0c,I like coding till there is no dsa concept so should I go for data science??
ax_NNtpSb0c,Sir i am a student who took bio ip in 12th grade and i like to go in this field data science . How can go for this without maths ? When i ask to my teacher she said to took bca with data science actually no one is there to support my dreams I don’t know what to take i am in a trouble pls help me pls reply to my comment 🙏 i like coding and statistics probability pls help me
ax_NNtpSb0c,"Data science is not a good career even if you are skilled the job market is bad. No new hires, only existing people are being hired with relevant experience. Kindly stay away from it my personal advice have 2 internship but still not finding any job for last 8 months. Gave multiple interviews but haven't heard from hr. All the best of you still wanna pursue."
ax_NNtpSb0c,why you hided the comments of your recent video this creating a doubt for me to purchasing your course
ax_NNtpSb0c,Did anyone hear transition from llb law career to data scientist
ax_NNtpSb0c,Please make a course on ai 😊
ax_NNtpSb0c,Computer Vision Series please
ax_NNtpSb0c,"Sir  tell me one thing that , the current situation is very bad for freshers and  how have decent experience in compines  
Is the the situation is come better or go down  with respect  to current situation because I am planing for computer science engineering"
ax_NNtpSb0c,"Hello sir i am 22 year old engineering dropout student . I want to pursue career in data science. If i do certification like databricks,  snowflake, aws data analytics does this certificate will help me to get job or freelancing? Please reply someone"
ax_NNtpSb0c,How important is domain knowledge?
ax_NNtpSb0c,Sir i have 2 years gap after graduation can i become data scientist as a fresher
ax_NNtpSb0c,MTech Data Science specialization from an IIT is worth it?
ax_NNtpSb0c,I am completed dipolma in civil engineering     can i start carrer in data analyst
ax_NNtpSb0c,Please reply
ax_NNtpSb0c,Hi my son now doing ME COMPUTER SCIENCE ENGINEERING  any job available in usa
ax_NNtpSb0c,Thank you so much it helped me alot
ax_NNtpSb0c,I am doing Bsc IT from Mumbai University so does I am able to do data analysts?
ax_NNtpSb0c,"Hello 
Plz aap ye bataiye ke data science me entre krne ke liye konsi exam Deni hoti hai... Kitne marks chahiye... Konse colleges select karne chahiye and all"
ax_NNtpSb0c,I just started my bachelor degree in data science is this good or not?
ax_NNtpSb0c,"The same people that were pushing data analytics and data science courses have now quickly transitioned to pushing AI courses while the students and job candidates that spent a lot of time learning data science are wondering what it all means.  It all seems like being in ""chase"" mode while the landscape changes faster than individuals can keep up with it. AI is just the next ""hot career"" that the course providers will push. I'm not sure if the AI courses are even that good. How do we know?"
ax_NNtpSb0c,"Anyone Explain me , I am doing right now Bsc in Computer Science (BCS) as well as i am preparing for data science , when I go for interview then my degree/graduation matters ? , because many people suggest me to do engg , but some people say  skills matters not degree , please reply i am student"
ax_NNtpSb0c,We need a data science bootcamp
ax_NNtpSb0c,Plss sir a roadmap on ai product manager  and all the resources
ax_NNtpSb0c,thank u sir❤
ax_NNtpSb0c,"sir i am a aspiring data analyst and i think i learned all the basic data analytics like power BI, SQl, excel and some python too my question is do i have to learn web scraping and html stuff"
ax_NNtpSb0c,Can I do data science after 12th passed..?
ax_NNtpSb0c,"Can you please tell me, as a BSc Agriculture graduate can I have a good career by learning Data science?"
ax_NNtpSb0c,Sir plz video classification using vision transformer using tensorflow par video bana digiye. Plz 🙏🙏
ax_NNtpSb0c,"Hello sir, I want to give pced exam ( python institute entry level data analyst exam) but there are very few resources related to it on internet so please give me information regarding it and is it worth it to give the exam to enhance our job getting chances."
ax_NNtpSb0c,Sir The ultimate A! Couse Purchase kiya hai Sir vo data analyst ki field me kaise help krre ga?
ax_NNtpSb0c,I'm 48 now. Can I get a job if I do data science course
ax_NNtpSb0c,What about bsc in data science and ai (iit guwahati)...  Please review
ax_NNtpSb0c,"What is data science?
Look at the Article and earn money through our article
What is Data Science 
https://siddswriters.blogspot.com/2024/06/what-is-data-science.html"
ax_NNtpSb0c,but what is the level of math ? is it iit level ? just 10th class level ?
ax_NNtpSb0c,Very clear 👌🏽 👏🏽 Thank you very much.  ❤ I love Maths. In fact I'm a Science and Maths Teacher seeking to change career. I'm 48 years old.  How's age seeing by market? Appreciate your honest advice 🙏🏽
ax_NNtpSb0c,is your data analytics course still available?
ax_NNtpSb0c,Am good in coding but not interested in maths what should i do
ax_NNtpSb0c,When will you launch the Machine learning course you guys said that it will be launched by June . Does your Ai course consist of complete machine learning from basic to advanced ?? I am a 2nd year Msc Economics student and I highly need  that course
ax_NNtpSb0c,Is deep learning a good career for freshers?
ax_NNtpSb0c,Sir please make a video on how to fine tune a Llama 2 model using hugging face flan -v2 data set
ax_NNtpSb0c,Its a humble request to bring a full fledged bootcamp on data science pls
ax_NNtpSb0c,iam in bcom 1st year can i get job after my graduation iam stuck in take decision my family member advise me to take competitive exam i have started learning python but iam confused please help me in the data science field can i get better job or not? i live in a small town bikaner rajasthan please sir guide me
ax_NNtpSb0c,"sir, in one of your video you said that data analyst job in US is very hard and getting a visa is also a very tough task, but sir can we go to UK for the same? is that good or better ?"
ax_NNtpSb0c,I am an Electrical Engineer and I switched to Data Science career at the age of 30 years!
ax_NNtpSb0c,Due bcz of u I can crack any interview related to data science and AI !😅 Thankh u sir !
ax_NNtpSb0c,That's why I hate YouTube videos
ax_NNtpSb0c,Hello sir is it possible to get entry level skills for data analyst in 2 months if i give 8 to 9 hours per day ?
ax_NNtpSb0c,Bro I passed 12th Science in Medical field but I like Coding and Statistics Can I become a data Scientist by hard work please tell me 🥺 I do not have intrest in Medical Science
ax_NNtpSb0c,This time in Data Analysis Freher jobs also demand many skills because their are many candidates
ax_NNtpSb0c,I am 17. Gonna take admission into college prob CS/IT/AI dept. Should I start my preparation to become a data scientist from now?
ax_NNtpSb0c,"I am 39 years old single person earning  and planning to switch my career into data science just to get good package to support my financial need . I have been into Data warehousing , BI since past 17 years without any break. Where exactly I should be fitting myself into Data science , analysts career ?"
ax_NNtpSb0c,Bhai as a fresher should I aim for data analytics job role or instead can I get AI ML engineer job role also? Can you please tell
ax_NNtpSb0c,Sir can I get data scientist job as a  fresher..or else as a fresher is there any chance they will choose me as a data analyst ??.For a fresher is data scientist is best' or data analyst??
ax_NNtpSb0c,Thank u so much sir for clearing our doubts in such a good manner
ax_NNtpSb0c,Give the full roadmap of business analyst.
ax_NNtpSb0c,Im 41 just entering the class Diploma and masters after that.
ax_NNtpSb0c,"Do you think that it is easier for AI to replace Data Science jobs compared to Software Developers. If no then what fields under DS cant be replaced by AI such as Data Engineer, ML Engineer, AI Engineer, Data Analyst etc. Make a video on this topic if possible?"
ax_NNtpSb0c,Completely useless video. Do not watch it you'll lose precious 7 mins of your life.
ax_NNtpSb0c,"i have just taken admission for msc data science , even though , i have studied the data science"
ax_NNtpSb0c,Please bring machine learning course as soon as possible
ax_NNtpSb0c,I learned everything…. For your video… thank you
ax_NNtpSb0c,Thank you for your clear explanation on this context.
ax_NNtpSb0c,thank you sooooo much for such information... it gave me so much courage and i m full of motivation. thank you sir...
ax_NNtpSb0c,"Hi sir, could you please create a video on how to get into GIS-related jobs and which types of jobs have better scope in the future? I'm currently studying Geo Informatics Engineering and  love your guidance. Thanks!""🫡"
ax_NNtpSb0c,When you are going to bring data scientists course sir ?
ax_NNtpSb0c,"Is 30 old? I'm 55. I can die at 90 these days. I need to have hope, I need to achieve it. there's a lot at stake"
ax_NNtpSb0c,I am 34 years old and now got job as AI engineer in a Biotech firm
ax_NNtpSb0c,Next video on MLE possible?
ax_NNtpSb0c,ok data analyst is good for everyone
ax_NNtpSb0c,"@codebasics
Is dsa/cp required for going towards data science career"
ax_NNtpSb0c,Does job opportunities are there in US in data science domain for a fresher inexperienced guy ? I am planning to do my masters in  data science will i get job in OPT and H1B
ax_NNtpSb0c,"sir started with maths stats i am going towards ML, how is the scope of ML ?"
ax_NNtpSb0c,"Sir, I love the courses from Codebasics; they greatly enhance skills and knowledge. Please launch a comprehensive MLOps course; it is highly requested and needed!"
ax_NNtpSb0c,"Sir, I have worked in IT since last 2 years as a software engineer. Recently due to some reasons I had to quit my job. Its been more than 2 months now I am searching for job but not able to get any good opportunity. I came across your some of roadmap videos and it seems interesting to me. I am thinking to switch into data analytics and in future will try to switch into data engineering. But looking at current market I am confused. Please help me to figure out this confusion, it will be great help. Waiting for your reply, thanks !!!"
ax_NNtpSb0c,"Sir, I have worked in IT since last 2 years as a software engineer. Recently due to some reasons I had to quit my job. Its been more than 2 months now I am searching for job but not able to get any good opportunity. I came across your some of roadmap videos and it seems interesting to me. I am thinking to switch into data analytics and in future will try to switch into data engineering. But looking at current market I am confused. Please help me to figure out this confusion, it will be great help. Waiting for your reply, thanks !!!"
ax_NNtpSb0c,Does ai replaces data scientist in future
ax_NNtpSb0c,"Hi, 
I am 32 yrs old,

 good at maths, stats, vector algebra, and understanding ML & Neural Network algorithms.... But I am not a coding guy even I understand codes but I don't want to spend hours in writing codes... Is Data Scientist role is good for me ?"
ax_NNtpSb0c,I’m good in maths. But I havent started coding cause I don’t have a laptop.
ax_NNtpSb0c,"Hi sir, im 39 years old had a layofff from job. Im learning from your course and enrolled for your codebasics course. Can i make transition at thiis age?"
ax_NNtpSb0c,Thank you Sir for nice info
ax_NNtpSb0c,i am first year studing cs engineering. i want to become a data scientist. but till i have some 3 years of exp i will get a job or i need a mtech in data scientist. i have been told. so should i have to do data analust for 3 years and then data scientist??
ax_NNtpSb0c,"Thank you very much for always giving the best informative advises, I pray that God will bless you.
Greetings from Papua New Guinea 🇵🇬🙏"
ax_NNtpSb0c,Thank you so much for another informative & considerate video!
ax_NNtpSb0c,sir is there is need for masters for becoming a ai engineer or data sceintist with a good package
ax_NNtpSb0c,can work as a remote?
ax_NNtpSb0c,"I am currently working as a po in government bank... Salary around 1 lakh pet month but i am not satisfied... So i  started looking to IT sector since last 4 months... 
In last four months i have completed most of DSA part with c++ and some part with python also ... Because in your videos you told importance of DSa to get in big companies ... So i completed first DSA part...

I am from maths background and i am very good in maths also...
Now should i go to learn machine learning and AI or should i learn frontend and backend... ???

Before answering my questions please consider my current situation that i only can quit my current job when i get better future stability and good money.... Otherwise i will not be able to quit my current job because i am married also... So please suggest me accordingly sir ..."
ax_NNtpSb0c,"Sir, please reply.. should i take CSE with AI or CSE with data science branch for my bachelors in engg?
I will be graduating in 2028"
ax_NNtpSb0c,Sir mera digree nahin hain ...mera age 33 hain ....pichle 1 month se excell sikh ke sql sikh rahahoon iske bad power bi sikh ke python sikhunga and pand numpy seaborn sikhunga ....aur ha maine excell ka sql ka sath project bana rahahoon ....to kiya sir mujhe job milega .....bina digree ka
ax_NNtpSb0c,What about BI Developer?
ax_NNtpSb0c,I have strong interest in math and statistics but not too much in coding. Could I become a data scientist?
ax_NNtpSb0c,congratulations sir for hitting 1 M ..❤❤❤❤
ax_NNtpSb0c,"sir, I'm currently a 2nd year student in CSE dept. I love coding but I'm a bit dull in mathematics. Is it still ok for me to  choose the path to become a Data scientist?

again thank you sir, your videos helped me a lot while I was doing the course CSE220(Data Structure)."
ax_NNtpSb0c,"Oh, I love you guys, the best market analysis! Seriously, why not mention Eledator?"
ax_NNtpSb0c,"Apparently the guy doesn’t know about the Eledator platform, where you can passively earn money on cryptocurrency"
ax_NNtpSb0c,"Apparently the guy doesn’t know about the Eledator platform, where you can passively earn money on cryptocurrency"
ax_NNtpSb0c,"Oh, I love you guys, the best market analysis! Seriously, why not mention Eledator?"
ax_NNtpSb0c,"Wait, do you think cryptocurrency will crash? I don't think so. I'm using Eledator, traders just do business instead of me :) I don't afraid even if crypto will crash"
ax_NNtpSb0c,Thank you for your research. I find your videos are well done. RIght now I'm keeping an eye on Eledator
ax_NNtpSb0c,Do you have any plan to launch Data Scientist Bootcamp?
ax_NNtpSb0c,"The man, the myth, the legend in data science ...Dhaval sir thanks 4 being always there when most of us need assistance"
ax_NNtpSb0c,"Sir, Please make a video on Blockchain Developer Roadmap."
ax_NNtpSb0c,"All these things seem fancy like salary and future growth but when you are ready as a fresher and start applying i can tell you that you will end up in having only disappointment. If you seem current market status finding job in data science domain as a fresher is near to impossible especially when you not from tech background. Just go and search data science role in any job portal you will find a lot of opening, but they require either experience or a plethora of skills that you might not have. Reality is harsh but I am facing this from past 4 months"
ax_NNtpSb0c,Sir i have 5 year gap. Is it possible to get a freshers jobs in India as i have huge carrer gap  ? Also my age is 28.
ax_NNtpSb0c,"Hey mentor , i need experience give some options to us to work with you ignore money(stipend and possibly fees😅)"
ax_NNtpSb0c,"Hi Dhaval,
I'm fronted developer as 2yr exp but i don't have intrested in coding,so should i go fo data analyst 
Plz guide......"
ax_NNtpSb0c,Can a data analyst get into data engineer role?
ax_NNtpSb0c,Can You Help Me sir?😊
ax_NNtpSb0c,Which is better deta science ir data engineering
ax_NNtpSb0c,"Is it good to start with data Analyst 
Because some of my seniors said that
Data Science jobs are difficult specially as a fresher 
“A company never hire a fresher as data scientist or Data Engineer atleast you should  have 2-3 year experience”"
ax_NNtpSb0c,I have recently started learning Data Science from your playlist and I am actually enjoying it. Thanks for making this video and the entire playlist Dhaval Sir❤
ax_NNtpSb0c,"Hi Dhaval  Sir, As I’m 25 currently and basically from Agricultural background with masters in Agrl. Economics ,  and I’ve been following your AI/ML roadmap and almost completed, I need an suggestion on doing masters in data science in U.S with current job market, will the job market will change or it would be worse if I choose to pursue Masters !! Thanks in Advance."
ax_NNtpSb0c,Can i switch my job to recruitment to data science my age is 36 years?
ax_NNtpSb0c,When are you going to launch data science bootcamp?
ax_NNtpSb0c,Sir I want to crack Google internship at this winter !! What should I do ?? 🙁.. please tell !!
ax_NNtpSb0c,"Sir I just completed my BCA degree from a private college, I have an interest in data science and ai.
What skills should I have or need to learn from that you'll hire me."
ax_NNtpSb0c,Maths perfect chahiye bahut perfect
ax_NNtpSb0c,Bring back end to end projects Sir❤
ax_NNtpSb0c,Hey! I'm 14 years old and I've started learning data analytics using your roadmap for data analysts. Is this the right path for me at my age?
ax_NNtpSb0c,"Dhruv ke liye like button, uske nam pr subscribe aur views lene ka acchaa tarika hai 😂"
ax_NNtpSb0c,❤❤
TQiIx1qYCNQ,Peeling the onion can get you into tears so does drilling the data 😂😂😂
TQiIx1qYCNQ,"peel back the onion, find the root cause - 5 why's"
TQiIx1qYCNQ,Waiting for Data Science Job ready bootcamp 🔥❤
ktYs9Qg3ioI,"You are breaking down things into simpler ways, rather than other guys showcasing it as Rocket Science"
ktYs9Qg3ioI,And who is Machine learning engineer
ktYs9Qg3ioI,This is Best data science channel I ever see
ktYs9Qg3ioI,"Sir,Could you provide a roadmap for becoming a data engineer?"
ktYs9Qg3ioI,Wow sir 🫡🫡Great Explanation
ktYs9Qg3ioI,Best tutor I have seen in my life...
ktYs9Qg3ioI,❤
ktYs9Qg3ioI,How can I get a remote Data Science Internship 🙏🏼🙏🏼
ktYs9Qg3ioI,Data Engineers do data modelling too. It's not just sourcing the data
ktYs9Qg3ioI,Chef analogy is gemini's favorite.
ktYs9Qg3ioI,One of the best tutor on data analytics and deep/machine learning I know
W2so_UD2zrA,"Website link : http://tinyurl.com/5n8cf6hb

As per Youtube policy links are not clickable so you can copy paste in the laptop and use it."
W2so_UD2zrA,Thank ji for sharing rightful information
W2so_UD2zrA,Qr code is nit fully show and neither the website name...wtf man?😢
W2so_UD2zrA,"can you share the website name, not the link or QRCODE. I hope u did not intentionally hide it in the video"
W2so_UD2zrA,Customer stories microsoft website.
W2so_UD2zrA,Google 'Microsoft Customer Stories'
W2so_UD2zrA,Real bullshit.....if you want to help then let us know the website name else keep yourself shut
W2so_UD2zrA,Which websote
W2so_UD2zrA,Hey why you can't show the web site name only URL 🤬
W2so_UD2zrA,Qr not working sir
W2so_UD2zrA,Kindly share the website details
W2so_UD2zrA,Website name please
W2so_UD2zrA,"Hi sir, could you please create a video on how to get into GIS-related jobs and which types of jobs have better scope in the future? I'm currently studying Geo Informatics Engineering and would love your guidance. Thanks!""🫡"
W2so_UD2zrA,Website name ?? Anyone ?? QR is not working.
W2so_UD2zrA,Can anyone tell me the website name ?
W2so_UD2zrA,"Sir , kindly provide the website name. QR is not working properly."
W2so_UD2zrA,Scanner code not working
W2so_UD2zrA,What is the website name??
AHGfxeYIjMs,"Playlist Link : https://tinyurl.com/54998dpk

As per Youtube Policy links are not clickable so you can copy paste it in the laptop and use it."
AHGfxeYIjMs,Can I get a chance to work with you as I have new ideas better than rag
AHGfxeYIjMs,Helpful🙌
AHGfxeYIjMs,❤
AHGfxeYIjMs,Hello - In which of your 3 end to end projects you have used RAG ?
AHGfxeYIjMs,❤ very helpful
AHGfxeYIjMs,I recently made a LLM project that gives you answers based on the pdf you share. Is that RAG as well ?
AHGfxeYIjMs,OpenAI is already allowing the chatgpt in their website/app. What features do you provide to make sure you have a moat?
AHGfxeYIjMs,Are you currently recruiting?
AHGfxeYIjMs,By any means are you guys hiring?
AHGfxeYIjMs,Joke 😂😂😂
AHGfxeYIjMs,Sir please get a new Gen AI projects as those projects either OpenAi has become paid and some code are getting error of being slightly outdated
AHGfxeYIjMs,Very cool
TYWkoA51y4Y,Then they should take interview based on this skill only lol
TYWkoA51y4Y,"How much I can earn after 5 year,  if I Just started learning."
TYWkoA51y4Y,"I really appreciate, when people are fair enough"
TYWkoA51y4Y,LinkedIn post kaise kare uspe video banao please I am doing roadmap but not getting what I should exactly post so please make some shorts or complete video
TYWkoA51y4Y,I thought this was crime to Google and apply
TYWkoA51y4Y,no need skills only
TYWkoA51y4Y,Chat gpt 4.0
TYWkoA51y4Y,Can u make video r short to transform career from QAAnalyst to data analyst it is possible
TYWkoA51y4Y,"Best coders practice copy and past😂
But also research is most ❤"
U2R9KI04y8I,Ahmed was 😂 leave vivad hojyega
U2R9KI04y8I,Thank you sir
U2R9KI04y8I,How to contact with u sir???
325qP7zRCyI,Thanks ❤
325qP7zRCyI,Which course we need to do for becoming an AI Engineer
325qP7zRCyI,The data janitor says data scientist job is dying do you guys agree any information?
325qP7zRCyI,What is the future of both the careers?
325qP7zRCyI,"so if i were the one who gathered the data, did some feature engineer, transform, fit model, and then got the coefficients/formula and put that into a powerapps application for users to use.  Would that be more of an AI/ML engineer?"
325qP7zRCyI,"AI Engineer≠ Data Scientist + Software Engineer

AI Engineer = Data Scientist + AI Training

Software Engineering ≠ AI Training"
325qP7zRCyI,I disgaree with you atleast in maang thatd not the case
325qP7zRCyI,Best explanation 👌
325qP7zRCyI,"If someone doesn’t like math and love software engineering and coding, what should they choose in AI ?"
325qP7zRCyI,Which university is best with practical approach.
325qP7zRCyI,"As we have service based and product based companies in that there is a difference btw software engineer working, pay and other stuff so what about Data scientist is there is difference like service based data scientist vs product based data scientist?"
325qP7zRCyI,Do you think data scientist or pretty much any job that involves IT / Computer science will be replaced by AI in the next couple decades?
325qP7zRCyI,Thank you thank you so much...... very shortly understood the overall fanda
325qP7zRCyI,"Btech in Artificial intelligence and data science in medical engineering has been started this year first time in india by  Amrita Vishwa vidyapeetham, Faridabad campus ......what is the scope for this branch in future"
325qP7zRCyI,So AI engineer is AIOps? Or MLOps?
325qP7zRCyI,And software engineer role who should go tell this also
325qP7zRCyI,"Industry recruiters hardly understand OR try to understand this difference, this shorts will never help !"
325qP7zRCyI,Is an AI engineer expected to develop the model from scratch and optimize it to the best of its capability? I believe they are more involved in deployment rather than development?
325qP7zRCyI,The pay doesn't add up to the skill level required. Software industry is no more a guaranteed way to succeed.
325qP7zRCyI,Is ai+ds is a good branch for future?
325qP7zRCyI,Please help recommend a good bootcamp for Ai engineer
325qP7zRCyI,AI engineers have two responsibilities but don’t get paid double.😂
325qP7zRCyI,So much helpful
U0qHdAvLwxs,Makes sense👍
U0qHdAvLwxs,I m on the way of sir's deep learning path that sir has uploaded and recommended some playlists like pytbon first 16 videos and then panda bla bla....but i know that i can very different from crowd
U0qHdAvLwxs,Thank you.
lR9xlLMz2vs,Please make course for data engineer for freshers
lR9xlLMz2vs,acha or kuch
lR9xlLMz2vs,Any plans to bring Data engineering content on Codebasics platform?
xQc0e9OMd7s,I am good in math and statistics but never done coding as my job profile is different but I ma interest in AI and data science to elevate in my career . Should I join executive MTech in any IIT
xQc0e9OMd7s,if you are bad at math then why not learn it?
xQc0e9OMd7s,bsc it or bsc data science which is better
xQc0e9OMd7s,What about Data Engineering?
xQc0e9OMd7s,"You are definitely not good at speaking and communication..

Well don't get disappointed, you need to be shtrong😂"
xQc0e9OMd7s,"You dont have to be a genius. Just love what you do. Nobody is born to have a brain like Einstein or Newton. So, it is the love that will push you forward . Just like this person talking. Can he solve iit level calculus problem?? Of course he cant, but still he is a data scientist."
xQc0e9OMd7s,I know ai prompt engineering and I've use all the time chatgpt and make more article and market research everything 😊
xQc0e9OMd7s,Data engineering need math and stats?
xQc0e9OMd7s,yesss sir
xQc0e9OMd7s,"AI Ethics?
To understand philosophy you need at least 10 yers ;)
If you started reading philosophy when you were 16 ;)

AI Sales?
Do you know how few good advisors/salespeople there are? At most 2% of the entire industry (I ran a consulting/intermediary and trading company; 1-3 people generate half of the company's turnover).

Product Manager? (but not mailmen, like in IT nowadays)
In ""this"" world? Do you really think it's sooooo easy?
Math is easier ;)))

I think it will be not so easy..."
xQc0e9OMd7s,If I want to hire people like this? I can afford it in U$D.
xQc0e9OMd7s,"You just need to take  interest 
Everything will happen 
-Striver bhya"
xQc0e9OMd7s,Bro i have only one doubt i am strong pythons but only one concept confusing me that is while loop😅
xQc0e9OMd7s,you are wrong being good in maths doesn't make you ai engeneer if you are ok in maths i would say even if you score 40 marks in maths you can do pretty well if you know how to do it .
xQc0e9OMd7s,Which 2/3 years course best for fireign secure  job and good money please tell❤🙏
xQc0e9OMd7s,differense between data sciense and ia engenner
xQc0e9OMd7s,Best career  Is Big data Engineer 🔥🔥🔥
xQc0e9OMd7s,"Coding hi to aikhne aaya hu, already acche kaise hoge bhai"
xQc0e9OMd7s,What topic to learn under maths maths?
xQc0e9OMd7s,Sir can you please tell me? Which one is high paid jobe between them?
xQc0e9OMd7s,What course we have to take in btech to become a data scientist
xQc0e9OMd7s,Which is best ai or ml or ds
xQc0e9OMd7s,Sir plz.. tell which stream is best to become data scientist?
xQc0e9OMd7s,"Hi! I´m actually studying biomedical engineering, and i like data science. Do you think that it´s a good combination) Thank u"
xQc0e9OMd7s,"Can you add more light on AiOPS, MLOPS and LLMOPS. Is this still relevant"
xQc0e9OMd7s,What topics  should we learn from that subjects
xQc0e9OMd7s,Does CSE cyber security needs strong command over maths??
xQc0e9OMd7s,What does an AI engineer do?
xQc0e9OMd7s,❤
xQc0e9OMd7s,"Sir, could you add a video on Dax in your premium power bi course that
When and how to use Calculate + filter + ALL together to achieve result.

Please sir"
xQc0e9OMd7s,Do you have any paid AI professional level course?
gVxYewiqSNE,Dhawal kon hai youtube channel ka naam bata sakta hai kon??
gVxYewiqSNE,inspiring story!
gVxYewiqSNE,He is the best example of work hard in silence
gVxYewiqSNE,5: 57 which person - krishna
gVxYewiqSNE,college degrees are useless. That is trueeee.
gVxYewiqSNE,PLEASE DO PROJECT ON DATA ANLYSIS ON 2024 T20 WORLD CUP DATA LIKE 2022 T20 WORLD CUP DATA ANALYSIS PROJECT  🙂🙂🙂
gVxYewiqSNE,"I'm also 12th pass ( passed in 2012 ) and left engineering in 2015, and started working as a freelancer. Later I got a remote job in a US startup in winter 2017. Now I'm a full time remote developer as Cloud Operations Manager and also working on AI/ML projects. 
I never went to college after that but I enrolled in Online BCA program in MANIPAL JAIPUR."
gVxYewiqSNE,Please do DATA ANALYTICS PROJECT on 2024 cricket T20 world cup data
gVxYewiqSNE,"He demonstrated not only with his great technical expertise, but also with great personality that we can learn from, this is definitely a great video!"
gVxYewiqSNE,Computer Vision Series please
gVxYewiqSNE,The next time Chat with an artificial intelligence engineer working at a large company.
gVxYewiqSNE,"sir can you give me suggestion about college cgpa 
i have just 6.5 cgpa 
all the skills doesn't matter if i can't sit in placements?"
gVxYewiqSNE,Just say the name. Brototype changed your life ❤
gVxYewiqSNE,"Hi sir, could you please create a video on how to get into GIS-related jobs and which types of jobs have better scope in the future? I'm currently studying Geo Informatics Engineering and would love your guidance. Thanks!""🫡"
